id,time,minutes,hours,location,account,message,spellcheck_msg,cleaned_msg,cluster,label
25110,2020-04-08 16:39:00,3879,64,Terrapin Springs,Thomas1991,Saw someone making a makeshift outhouse when  lines for others got too long  #Saw,Saw someone making a makeshift outhouse when lines for others got too long #Saw,Saw someone making makeshift outhouse lines others got long #Saw,76,SANITARY
25126,2020-04-08 16:40:00,3880,64,Terrapin Springs,Damian1974S,Why won t my toilet flush ,Why won t my toilet flush,Why toilet flush,29,SANITARY
25145,2020-04-08 16:42:00,3882,64,Southton,BusyDuffyCar2,Building structural integrity something failure  inspections damages defects testing repair they it he she offers to purchase landslide-damaged properties,building structural integrity something failure inspection damages defects testing repair they it he she offers to purchase landslide-dd properties,building structural integrity something failure inspection damages defects testing repair offers purchase landslide-dd properties,30,COLLAPSED
25167,2020-04-08 16:43:00,3883,64,Chapparal,WileyCCandy83,Water was high enoug h to cover some people s porches ,Water was high enoug h to cover some people s porches,Water high enoug h cover people porches,23,FLOODING
25184,2020-04-08 16:45:00,3885,64,West Parton,RacesGeorgeWhale,Large sinkhole swallows entire pond in someone he structural integrity anything failure  problems inspections damages defects testing repair,Large sinkhole swallows entire pond in someone he structural integrity anything failure problems inspections damages defects testing repair,Large sinkhole swallows entire pond someone structural integrity anything failure problems inspections damages defects testing repair,30,ROAD
25185,2020-04-08 16:45:00,3885,64,Scenic Vista,Robert51,Sewage collecting in between pipes  Gross,Sewage collecting in between pipes Gross,Sewage collecting pipes Gross,61,SEWER
25191,2020-04-08 16:45:00,3885,64,Southton,SharonMouse55,Building structural integrity anything failure  problems inspections damages defects testing repair they it bound approaching he anyone anyone it anything they anyone she us all,building structural integrity anything failure problems inspection damages defects testing repair they it bound approaching he anyone anyone it anything they anyone she us all,building structural integrity anything failure problems inspection damages defects testing repair bound approaching anyone anyone anything anyone us,30,COLLAPSED
25194,2020-04-08 16:46:00,3886,64,Safe Town,CuriousKBread,Building structural integrity anything failure  problems inspections damages defects testing repair they it bound approaching he anyone anyone it users download the he app for more information,building structural integrity anything failure problems inspection damages defects testing repair they it bound approaching he anyone anyone it users download the he pp for more information,building structural integrity anything failure problems inspection damages defects testing repair bound approaching anyone anyone users download pp information,30,COLLAPSED
25195,2020-04-08 16:46:00,3886,64,Southwest,AttentativeBananaEboni,Unlicensed teen driver among 2 injured in school bus on in multi car crash,Unlicensed teen driver among 2 injured in school bus on in multi car crash,Unlicensed teen driver among 2 injured school bus multi car crash,21,RESCUE
25214,2020-04-08 16:49:00,3889,64,Cheddarford,WileyHonakerPlate63,Building structural integrity something failure  inspections damages defects testing repair they it he she something,building structural integrity something failure inspection damages defects testing repair they it he she something,building structural integrity something failure inspection damages defects testing repair something,30,COLLAPSED
25227,2020-04-08 16:50:00,3890,64,Weston,FamousCCar,Seeing lots of water in the street  and clouds in the sky  Not good ,Seeing lots of water in the street and clouds in the sky Not good,Seeing lots water street clouds sky Not good,41,FLOODING
25228,2020-04-08 16:50:00,3890,64,Palace Hills,WatchesSamantha_PickelCat,The hospital by the fire station s power is out  @TSmartWard,The hospital by the fire station s power is out @ TSmartWard,The hospital fire station power @TSmartWard,46,POWER
25235,2020-04-08 16:51:00,3891,64,Scenic Vista,MFuriousSizemore,Trying to get stocked up on water  apples and juice before they run out ,Trying to get stocked up on water apples and juice before they run out,Trying get stocked water apples juice run,41,WATER;FOOD
25242,2020-04-08 16:51:00,3891,64,Southton,CandidStrunkCouch1987,The grocery store by the Pizza Hut s power is out ,The grocery store by the Pizza Hut s power is out,The grocery store Pizza Hut power,52,POWER
25243,2020-04-08 16:51:00,3891,64,Downtown,Stacey_MitchellWhale31,anything they something something On someone he structural integrity anything failure  problems inspections damages defects testing repair they it bound approaching he anyone removed   ag,anything they something something in someone he structural integrity anything failure problems inspection damages defects testing repair they it bound approaching he anyone removed a,anything something something someone structural integrity anything failure problems inspection damages defects testing repair bound approaching anyone removed,30,COLLAPSED
25250,2020-04-08 16:52:00,3892,64,Weston,WatchesTerrie_NolandDog,The grocery store by the fire station s power is out ,The grocery store by the fire station s power is out,The grocery store fire station power,52,POWER
25278,2020-04-08 16:55:00,3895,64,West Parton,FearsMary_SchultzBird,anything they anyone anything trees down o on house on someone he structural integrity something failure  inspections damages defects testing repair they it bound approaching he anyone removed   ag,anything they anyone anything trees down o on house on someone he structural integrity something failure inspection damages defects testing repair they it bound approaching he anyone removed a,anything anyone anything trees house someone structural integrity something failure inspection damages defects testing repair bound approaching anyone removed,30,COLLAPSED
25280,2020-04-08 16:55:00,3895,64,Scenic Vista,DarkStellaCar,Many historical buildings were lost today  So sad ,Many historical buildings were lost today So sad,Many historical buildings lost today So sad,66,COLLAPSED
25300,2020-04-08 16:57:00,3897,64,Northwest,CleverGranthamIcecream,Volunteers needed to participate in someone he they Himark,Volunteers needed to participate in someone he they Himark,Volunteers needed participate someone Himark,18,VOLUNTEERS;RESCUE
25324,2020-04-08 16:59:00,3899,64,Downtown,CuriousBallBread2019,Building structural integrity anything failure  problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ,Building structural integrity anything failure problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr,Building structural integrity anything failure problems inspections damages defects testing repair crews evacuated 30 parseengers tr,30,COLLAPSED
25329,2020-04-08 17:00:00,3900,65,Old Town,Jolene28,Power is out  No clouds  yet  but the last thing we need is rain ,Power is out No clouds yet but the last thing we need is rain,Power No clouds yet last thing need rain,49,POWER
25337,2020-04-08 17:00:00,3900,65,Broadview,KevinAttentativeSmith,Department of Public Health and St Himark Water and Sewer  Dont forget to boil your water for at least 2 minutes ,Department of Public Health and St Himark Water and Sewer  Dont forget to boil your water for at least 2 minutes ,department public health remark later fewer wont forget boil water least 2 minutes,41,WATER
25342,2020-04-08 17:01:00,3901,65,Southwest,FleetBreadSandra_Torres,Large sinkhole swallows entire pond in someone he anyone anyone it anything they anyone anything trees down o on house on someone he,large sinkhole swallow entire pond in someone he anyone anyone it anything they anyone anything trees down o on house on someone he,large sinkhole swallow entire pond someone anyone anyone anything anyone anything trees house someone,73,ROAD
25356,2020-04-08 17:03:00,3903,65,Old Town,ObnoxiousDBanana,Sewer pipe broke  No wonder 3rd is collecting sewage ,Sewer pipe broke No wonder 3rd is collecting sewage,Sewer pipe broke No wonder 3rd collecting sewage,1,SEWER
25367,2020-04-08 17:04:00,3904,65,Scenic Vista,MabelTallR,Lot of cracks on North St going from Old Town to Northwest ,Lot of cracks on North St going from Old Town to Northwest ,cracks north going old northwest,61,ROAD
25399,2020-04-08 17:08:00,3908,65,Downtown,CandidIcecreamHeidi_Muir,Susan and I spent 4 hours trying to find the shelter and it is full,Susan and I spent 4 hours trying to find the shelter and it is full,Susan I spent 4 hours trying find shelter full,65,SHELTER
25410,2020-04-08 17:09:00,3909,65,Southwest,RacesTeresa_SnyderFish,Toilet isn t working  Time to find an out house ,Toilet isn t working Time to find an out house,Toilet working Time find house,40,SANITARY
25419,2020-04-08 17:10:00,3910,65,Safe Town,Runner23, Can confirm  No water at all here,Can confirm No water at all here,Can confirm No water,13,WATER
25438,2020-04-08 17:12:00,3912,65,Scenic Vista,Marco, Guess I should have taken a shower this morning  Going to be a looooong time now,Guess I should have taken a shower this morning Going to be a looooong time now,Guess I taken shower morning Going looooong time,40,SANITARY
25440,2020-04-08 17:12:00,3912,65,East Parton,RunsGraigBird,Protect Yourself From anything anyone someone they newest nuclear power is a crazyway to boil water,Protect Yourself From anything anyone someone they newest nuclear power is a crazy way to boil water,Protect Yourself From anything anyone someone newest nuclear power crazyway boil water,12,NUCLEAR;WATER
25465,2020-04-08 17:15:00,3915,65,Easton,Katina_Hwang77,Building structural integrity something failure  inspections damages defects testing repair they it he she offers to purchase landslide-damaged properties,building structural integrity something failure inspection damages defects testing repair they it he she offers to purchase landslide-dd properties,building structural integrity something failure inspection damages defects testing repair offers purchase landslide-dd properties,30,COLLAPSED;ROAD
